time,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2463118794,1,-0.07313987,4.423696,7.2540627,0.084719054,-0.5819133,-0.5819133
2463118803,1,-0.24790907,4.4332724,7.3594027,0.084719054,-0.5819133,-0.5819133
2463118799,1,-0.24790907,4.4332724,7.3594027,0.12014921,-0.56358737,-0.56358737
2463118808,1,-0.24790907,4.4332724,7.3594027,0.15985541,-0.54098535,-0.54098535
2463118813,1,-0.55195963,4.4811544,7.270821,0.15985541,-0.54098535,-0.54098535
2463118818,1,-0.55195963,4.4811544,7.270821,0.18795519,-0.50983125,-0.50983125
2463118823,1,-1.0379617,4.5888886,7.2061806,0.18795519,-0.50983125,-0.50983125
2463118828,1,-1.0379617,4.5888886,7.2061806,0.21666583,-0.46035123,-0.46035123
2463118832,1,-1.5502988,4.7540812,7.122387,0.21666583,-0.46035123,-0.46035123
2463118842,1,-1.8399848,4.883363,6.760878,0.21666583,-0.46035123,-0.46035123
2463118837,1,-1.8399848,4.883363,6.760878,0.2533177,-0.38826922,-0.38826922
2463118852,1,-2.1679761,5.0198264,6.301211,0.2533177,-0.38826922,-0.38826922
2463118847,1,-2.1679761,5.0198264,6.301211,0.28019577,-0.31435457,-0.31435457
2463118856,1,-2.1679761,5.0198264,6.301211,0.2673676,-0.23677476,-0.23677476
2463118861,1,-2.4959679,5.3382416,6.174324,0.2673676,-0.23677476,-0.23677476
2463118866,1,-2.4959679,5.3382416,6.174324,0.21361151,-0.15675147,-0.15675147
2463118871,1,-2.4576623,5.534558,6.540621,0.21361151,-0.15675147,-0.15675147
2463118880,1,-2.1512177,5.534558,7.5485363,0.21361151,-0.15675147,-0.15675147
2463118876,1,-2.1512177,5.534558,7.5485363,0.14030774,-0.09810846,-0.09810846
2463118885,1,-2.1512177,5.534558,7.5485363,0.07677781,-0.06512176,-0.06512176
2463118890,1,-1.7418268,5.319089,8.882049,0.07677781,-0.06512176,-0.06512176
2463118900,1,-1.435382,5.007856,9.834901,0.07677781,-0.06512176,-0.06512176
2463118895,1,-1.435382,5.007856,9.834901,0.037682477,-0.040687174,-0.040687174
2463118905,1,-1.435382,5.007856,9.834901,0.0028631866,-0.00403529,-0.00403529
2463118909,1,-1.3037066,4.7421107,10.253868,0.0028631866,-0.00403529,-0.00403529
2463118914,1,-1.3037066,4.7421107,10.253868,-0.060666744,0.05277513,0.05277513
2463118919,1,-1.456929,4.73014,10.524401,-0.060666744,0.05277513,0.05277513
2463118924,1,-1.456929,4.73014,10.524401,-0.16084856,0.13585272,0.13585272
2463118929,1,-2.0386949,5.149108,11.237843,-0.16084856,0.13585272,0.13585272
2463118933,1,-2.0386949,5.149108,11.237843,-0.2518674,0.25802568,0.25802568
2463118938,1,-2.4552681,5.757209,11.642445,-0.2518674,0.25802568,0.25802568
2463118943,1,-2.4552681,5.757209,11.642445,-0.2811889,0.3997463,0.3997463
2463118948,1,-1.9740543,5.8697314,10.799723,-0.2811889,0.3997463,0.3997463
2463118953,1,-1.9740543,5.8697314,10.799723,-0.2866867,0.49443033,0.49443033
2463118957,1,-1.2055486,5.8386083,9.595491,-0.2866867,0.49443033,0.49443033
2463118967,1,-0.5543537,6.276728,9.164553,-0.2866867,0.49443033,0.49443033
2463118962,1,-0.5543537,6.276728,9.164553,-0.3471623,0.5115346,0.5115346
2463118977,1,0.075294256,6.4299507,10.165286,-0.3471623,0.5115346,0.5115346
2463118972,1,0.075294256,6.4299507,10.165286,-0.48033082,0.43639818,0.43639818
2463118981,1,0.075294256,6.4299507,10.165286,-0.6128884,0.26657778,0.26657778
